frame,x1,y1,x2,y2
944,,,524.0,416.0
945,,,524.0,421.0
946,,,524.0,431.0
947,,,524.0,431.0
948,,,524.0,428.0
949,,,523.0,424.0
950,,,522.0,424.0
951,,,517.0,420.0
952,,,511.0,410.0
953,,,502.0,385.0
954,,,489.0,351.0
955,,,424.0,307.0
956,,,374.0,260.0
957,,,305.0,205.0
958,,,204.0,162.0
959,,,121.0,161.0
960,,,233.0,160.0
961,,,87.0,184.0
962,,,,
963,,,,
964,,,,
965,,,,
966,,,,
967,,,,
968,,,,
969,,,,
970,,,,
971,,,,
972,,,,
973,,,,
974,,,,
975,,,,
976,,,,
977,,,,
978,,,,
979,,,,
980,,,,
981,,,,
982,,,,
983,,,,
984,,,,
985,,,,
986,,,,
987,,,,
988,,,,
989,,,,
990,,,,
991,,,,
992,,,,
993,,,,
994,,,,
995,,,,
996,,,,
997,,,,
998,,,,
999,,,,
1000,,,,
1001,,,,
1002,,,,
1003,,,,
1004,,,,
1005,,,,
1006,,,,
1007,,,,
1008,,,,
1009,,,,
1010,,,,
1011,,,,
1012,,,,
1013,,,,
1014,,,,
1015,,,,
1016,,,,
1017,,,,
1018,,,,
1019,,,,
1020,,,,
1021,,,,
1022,,,,
1023,,,,
1024,,,,
1025,,,,
1026,,,,
1027,,,,
1028,,,,
1029,,,,
1030,,,,
1031,,,,
1032,,,,
1033,,,,
1034,,,,
1035,,,,
1036,,,,
1037,,,,
1038,,,,
1039,,,,
1040,,,,
1041,,,,
1042,,,,
1043,,,,
1044,,,,
1045,,,,
1046,,,,
1047,,,,
1048,,,,
1049,,,,
1050,,,,
1051,,,,
1052,,,,
1053,,,,
1054,,,,
1055,,,,
1056,,,,
1057,,,,
1058,,,,
1059,,,,
1060,,,,
1061,,,,
1062,,,,
1063,,,,
1064,,,,
1065,,,,
1066,,,,
1067,,,,
1068,,,,
1069,,,,
1070,,,,
1071,,,,
1072,,,,
1073,,,,
1074,,,,
1075,,,,
1076,,,,
1077,,,,
1078,,,,
1079,,,,
1080,,,,
1081,,,,
1082,,,,
1083,,,,
1084,,,,
1085,,,,
1086,,,,
1087,,,,
1088,,,,
1089,,,,
1090,,,,
1091,,,,
1092,,,,
1093,,,,
1094,,,,
1095,,,,
1096,,,,
1097,,,,
1098,,,,
1099,,,,
1100,,,,
1101,,,,
1102,,,,
1103,,,,
1104,,,,
1105,,,,
1106,,,,
1107,,,,
1108,,,,
1109,,,,
1110,,,,
1111,,,,
1112,,,,
1113,,,,
1114,,,,
1115,,,,
1116,,,,
1117,,,,
1118,,,,
1119,,,,
1120,,,,
1121,,,,
1122,,,,
1123,,,,
1124,,,,
1125,,,,
1126,,,,
1127,,,,
1128,,,,
1129,,,,
1130,,,,
1131,,,,
1132,,,,
1133,,,,
1134,,,,
1135,,,,
1136,,,,
1137,,,,
1138,,,,
1139,,,,
1140,,,,
1141,,,,
1142,,,,
1143,,,,
1144,,,,
1145,,,,
1146,,,,
1147,,,,
1148,,,,
1149,,,,
1150,,,,
1151,,,,
1152,,,,
1153,,,,
1154,,,,
1155,,,,
1156,,,,
1157,,,,
1158,,,,
1159,,,,
1160,,,,
1161,,,,
1162,,,,
1163,,,,
1164,,,,
1165,,,,
1166,,,,
1167,,,,
1168,,,,
1169,,,,
1170,,,,
1171,,,,
1172,,,,
1173,,,,
1174,,,123.0,132.0
1175,,,182.0,152.0
1176,1883.0,79.0,220.0,176.0
1177,1847.0,114.0,245.0,202.0
1178,1821.0,162.0,263.0,227.0
1179,1806.0,223.0,306.0,293.0
1180,1795.0,283.0,344.0,346.0
1181,1791.0,344.0,369.0,404.0
1182,1792.0,403.0,385.0,441.0
1183,1798.0,419.0,396.0,464.0
1184,1799.0,429.0,402.0,471.0
1185,1799.0,427.0,404.0,474.0
1186,1799.0,424.0,406.0,479.0
1187,1799.0,421.0,408.0,396.0
1188,1799.0,420.0,405.0,485.0
1189,1799.0,416.0,401.0,477.0
1190,1799.0,408.0,402.0,466.0
1191,1799.0,387.0,402.0,449.0
1192,1799.0,382.0,393.0,429.0
1193,1799.0,380.0,393.0,414.0
1194,1799.0,379.0,395.0,403.0
1195,1799.0,379.0,395.0,402.0
1196,1799.0,379.0,392.0,410.0
1197,1799.0,379.0,391.0,421.0
1198,1799.0,379.0,392.0,431.0
1199,1799.0,379.0,392.0,434.0
1200,1799.0,379.0,392.0,431.0
1201,1799.0,380.0,393.0,428.0
1202,1799.0,381.0,394.0,427.0
1203,1799.0,382.0,396.0,427.0
1204,1798.0,382.0,401.0,425.0
1205,1798.0,382.0,407.0,422.0
1206,1796.0,382.0,417.0,419.0
1207,1792.0,384.0,431.0,416.0
1208,1786.0,385.0,451.0,412.0
1209,1779.0,387.0,473.0,407.0
1210,1770.0,390.0,489.0,401.0
1211,1761.0,392.0,495.0,394.0
1212,1751.0,394.0,519.0,388.0
1213,1740.0,395.0,546.0,383.0
1214,1725.0,397.0,574.0,378.0
1215,1707.0,399.0,602.0,373.0
1216,1663.0,402.0,629.0,368.0
1217,1622.0,404.0,653.0,363.0
1218,1577.0,406.0,675.0,360.0
1219,1533.0,408.0,700.0,355.0
1220,1493.0,411.0,727.0,351.0
1221,1455.0,414.0,752.0,346.0
1222,1415.0,416.0,776.0,344.0
1223,1381.0,419.0,801.0,341.0
1224,1350.0,421.0,828.0,338.0
1225,1324.0,423.0,852.0,332.0
1226,1299.0,426.0,872.0,327.0
1227,1278.0,426.0,898.0,321.0
1228,1428.0,406.0,920.0,317.0
1229,1403.0,407.0,926.0,314.0
1230,1382.0,408.0,,
1231,1359.0,408.0,,
1232,1334.0,409.0,,
1233,1157.0,408.0,,
1234,1135.0,408.0,,
1235,1120.0,408.0,,
1236,1110.0,408.0,,
1237,1100.0,408.0,,
1238,1093.0,409.0,,
1239,1091.0,409.0,,
1240,1086.0,411.0,,
1241,1078.0,412.0,,
1242,1075.0,415.0,,
1243,1073.0,417.0,,
1244,1073.0,419.0,,
1245,1072.0,423.0,,
1246,1072.0,427.0,,
1247,1072.0,426.0,,
1248,1072.0,425.0,,
1249,1071.0,424.0,,
1250,1069.0,425.0,,
1251,1062.0,422.0,,
1252,1052.0,420.0,,
1253,1037.0,419.0,,
1254,1022.0,419.0,,
1255,1007.0,418.0,,
1256,990.0,420.0,1278.0,400.0
1257,976.0,421.0,1271.0,398.0
1258,961.0,424.0,1264.0,396.0
1259,959.0,453.0,1259.0,418.0
1260,942.0,452.0,1263.0,415.0
1261,927.0,451.0,1274.0,395.0
1262,911.0,455.0,1284.0,395.0
1263,897.0,456.0,1297.0,394.0
